measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1669.4568037019426,2215.8149490873147,1200.9378165974213
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1657.1068724695017,2184.8356797400197,1192.793653957095
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1647.6411608089477,2175.1460486967753,1179.1826903972012
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1646.4796553410813,2172.6784183679456,1178.8394143877072
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1666.8958546632118,2175.684969796127,1209.440466699659
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2007,1712.8596735276305,2188.065019406869,1267.6817971740704
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2008,1771.1933270575103,2227.541819019015,1332.5600533566223
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2009,1825.0150664527332,2283.910395333259,1385.9256405911988
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2010,1857.2756649046107,2311.210921164707,1420.3794106935452
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2011,1871.646596798219,2329.625220776273,1438.0910502832724
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2012,1883.449106344911,2330.4467620039186,1434.8421255469314
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2013,1893.871699884877,2339.8110237765354,1439.382769757372
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2014,1901.9406046513254,2346.1291423514026,1449.2676564402748
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2015,1906.6461626105067,2362.576517396086,1453.9461469770065
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2016,1917.8514753996717,2386.628801007072,1451.9478494205214
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2017,1942.7875120101846,2467.1335245479577,1447.7042055949507
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2018.1366650965042,2574.6193315178516,1472.3906524703232
6,Incidence,538,Iowa,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2153.695926749798,2772.302771973561,1548.019255657287
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1810.6630195447276,2500.084855949132,1279.188976411015
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1815.3016506237598,2482.0019560082565,1284.567458182529
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1816.843263412772,2434.361673923837,1290.727992184377
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1815.2496620151342,2416.916082572789,1305.8774340094053
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1815.3795548990354,2395.616364155066,1312.9341232679244
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1820.2192481285933,2413.9184112605044,1319.4174707249367
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1868.7510257100823,2424.9670214544353,1368.482114141619
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2007,1978.2244500504603,2518.365283949807,1457.5209028984655
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2008,2114.059547320054,2670.73344486451,1583.994479655006
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2009,2237.887741330548,2829.637815932511,1674.7988008265484
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2306.3256068392184,2902.840317015141,1725.2849622734877
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2327.352835807949,2922.2901409238793,1759.5179074894957
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2339.219791951665,2914.072002990332,1784.645195566827
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2347.321361405107,2905.623386788554,1791.578003554162
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2352.9281573379103,2925.918388639795,1799.0468560095708
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2356.8776178723724,2932.121305519721,1810.6757850927388
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2362.2707164535814,2967.110778138273,1787.4225385594893
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2369.5629779297415,3021.4552188497737,1777.184728083871
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2377.898022674843,3040.9847129670607,1743.7372848898704
6,Incidence,541,Louisiana,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2391.017049012209,3124.2026575964596,1749.369846035517
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1893.4580444784522,2587.458852053475,1364.6985748479842
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1893.8118557634114,2567.890068245537,1361.7402719567046
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1887.3842822184954,2540.423140158619,1360.2815943671133
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1876.3340165086736,2501.7533697219696,1352.1684074760722
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1867.499646972643,2471.479726907563,1344.2842143687337
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1865.4289861591028,2443.3470590037728,1341.644608950142
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1868.9150885758709,2434.0598301128784,1355.0695257183995
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2007,1876.2995783458066,2397.7172620723336,1385.2218203963723
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2008,1886.8468392626053,2381.174913108339,1413.4795431923287
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2009,1895.9408491138383,2372.503283086384,1427.9592942063814
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2010,1900.1507220606911,2366.925612550685,1439.4859056367077
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2011,1899.0381163313205,2338.576449681023,1448.1299715943444
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2012,1895.753221130542,2330.7254845833536,1447.722943715496
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2013,1891.9427236268234,2322.158651322775,1443.6459229824932
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2014,1886.5422407084604,2323.8765292923435,1445.5824992129146
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2015,1880.1551167309021,2322.0324842552,1437.5744287953255
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2016,1856.857138280348,2312.9950314562398,1405.8658544329196
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2017,1839.1997111982341,2323.798935688867,1378.6471640283285
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2018,1882.7795989347476,2400.2811283304886,1395.2011023844282
6,Incidence,535,Idaho,3,Both,158,<20 years,515,Asthma,3,Rate,2019,1984.6557762503023,2551.256585701811,1446.5688368428564
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1987.6348582588575,2674.7941759731116,1413.283951575086
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1993.939246419623,2665.0192806363934,1425.4581495630468
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2002,2010.1571787397993,2683.632641575844,1444.619465719852
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2003,2032.2373135445384,2701.56793679156,1466.87776935887
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2004,2060.1601327022995,2734.8959945986953,1496.9439771051466
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2005,2092.8552007596722,2754.477497951575,1527.2631733045398
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2006,2175.642001299758,2819.9399164741535,1599.6177941200403
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2007,2328.825304927428,3003.853342985118,1730.8825030956782
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2008,2511.527544627749,3196.9366197973436,1883.692529500956
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2009,2680.8205029910746,3402.851772225729,2004.7037784416002
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2792.1494003130947,3514.0947270015427,2095.2778310089247
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2859.5749305012264,3596.2213863265843,2154.5741860622184
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2924.789229957466,3671.1411937942357,2207.8080795988094
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2981.489991215399,3729.5256332210056,2253.513486939789
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2014,3023.9131623101252,3798.5502337691946,2284.5549649538616
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2015,3047.945932648163,3817.939503731314,2295.5939468230044
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2016,3001.0081762523782,3777.4781582168043,2266.2844214872603
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2947.0581505674636,3782.721756721916,2204.211755722811
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2945.9996697690012,3807.5796726352273,2173.5762800931284
6,Incidence,561,Pennsylvania,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2963.228057166292,3855.481503829516,2143.3610812025254
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1760.0849620167496,2397.294387761351,1258.4086654911137
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1758.7116100487344,2374.8117673515176,1260.0839878487968
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1754.1165475516998,2351.731873177864,1254.3670182161407
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1748.3594032798474,2338.8761485995283,1256.8324566007525
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1746.7207638390887,2326.5721660639992,1263.0384797251718
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1754.1740764347387,2329.145769988443,1270.7739008879578
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1779.4933340819136,2348.505199966331,1303.3954511487289
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2007,1825.2330456029913,2364.121994709925,1360.374395119389
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2008,1881.0819316015663,2384.3149068467656,1412.599971818894
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2009,1930.9720038409826,2409.2974901444895,1460.6304088667534
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2010,1961.054760554216,2442.663422237705,1483.8284797011347
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2011,1975.848395234992,2451.5053197870557,1494.762105755244
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2012,1988.9028787744749,2460.8896752218493,1511.2183306719385
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2000.4747385849023,2493.1220229270425,1517.797215055079
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2008.7116024287734,2483.144410925493,1526.7735300967765
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2012.2038754635876,2501.974236064776,1531.4439138992439
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2024.4021785551552,2551.886002134646,1526.0169978687475
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2039.0081358403363,2605.4834089194565,1501.392989520039
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2088.1324316252294,2693.819481983897,1522.7705128518855
6,Incidence,564,South Dakota,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2196.323808692745,2868.0326670266063,1568.6613486258748
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1606.4215812137077,2156.343233410684,1165.5038016468634
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1606.962122350907,2138.5857078758654,1169.3781657877466
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1601.3284368961863,2114.559008743253,1173.277370049736
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1591.3032411436066,2098.4043264009615,1168.2781379978826
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1582.9033467610122,2081.0198771638843,1166.7242768244528
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1581.2283835297078,2082.586207000526,1174.5637835811776
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1621.1256043572384,2098.035726377257,1212.0579650283144
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2007,1717.538691352996,2183.57161459139,1297.1015262837773
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2008,1838.8959054573602,2300.7257622134803,1394.2901160890797
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2009,1949.8908797213062,2428.637849912,1475.2514715556042
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2011.4149656270185,2498.220777935058,1516.3145224886032
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2030.4859250032482,2510.0078459073998,1542.4305000515822
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2041.1677166104737,2508.5101671975344,1547.2218476072583
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2048.393756714029,2519.165993372702,1562.9980620175982
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2052.9428870582956,2539.135716685289,1571.5405905095463
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2056.9719094640336,2548.687057127551,1573.810146572976
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2085.95356566839,2606.4767880035292,1584.859092479225
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2121.901779888035,2706.634472049734,1586.504717503234
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2167.801273545121,2759.434288427251,1607.3914357792974
6,Incidence,547,Mississippi,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2242.4223063693903,2863.9703159968744,1621.549237823517
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2007,2324.5965541263545,2978.237832358942,1732.2641564134187
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2008,2463.6383402352585,3151.0956946985275,1836.816239448865
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2009,2595.2738285676887,3317.8238248753205,1933.8161750760394
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2689.6697329704443,3438.69917391293,2013.244787043117
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2756.1942955472705,3511.696626038827,2052.7497919608427
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2822.1388931708434,3564.2480594266135,2093.6280126217607
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2880.560896513312,3633.795980676107,2144.9667152208435
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2926.715264793235,3711.636392068185,2182.4202207315366
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2957.909196528807,3748.160249538905,2203.917585314244
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2925.616559479234,3737.7431630932315,2179.331730193667
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2885.0313842276123,3722.088381487998,2134.0943222293954
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2897.602632425264,3735.458302361707,2143.4725501455628
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2938.0421834795,3826.303815218285,2167.0733632471047
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1951.1650517251348,2683.041673567486,1386.1153182651055
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2001,1941.6631001603093,2635.836461846269,1394.9198363678247
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2002,1931.4589276517715,2604.9077126124876,1396.1163341088889
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2003,1924.3541127077847,2565.242540930583,1396.7748941410598
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2004,1922.9861144020226,2544.0692516666527,1397.4194310824475
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2005,1929.8005853998102,2536.2678126253977,1412.8428655370976
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2006,1970.6382853336327,2563.579367934682,1447.1048867008853
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2007,2050.213622228987,2630.8916948373203,1517.4190829946065
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2008,2148.6769166723648,2726.9254702026096,1600.5013783047666
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2009,2236.5353100152656,2808.6942521743604,1675.3229664986598
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2286.317928658881,2857.4917348281274,1726.7211280498962
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2302.9090167022973,2871.3718121961456,1732.268912695846
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2314.635750552466,2875.2253685768906,1735.647346201881
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2322.628243814223,2873.6641654343425,1748.8268399989656
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2326.1620579165924,2883.409339986336,1742.897012637219
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2327.6497597260063,2872.6605870183753,1732.462895895884
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2331.3017801299616,2908.008568385916,1748.8016350654598
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2335.6444431718483,2953.1789777030617,1768.1402152297442
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2361.0194111352203,3005.0138865073372,1755.652130279236
6,Incidence,524,Alaska,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2420.278364373922,3118.568768021766,1734.4363085370078
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2000,2070.6726641136343,2741.7555092909884,1479.4373206918285
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2001,2070.6912363925,2729.4103167552944,1495.3450401699563
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2002,2082.3246152626593,2736.976258597157,1502.916717894757
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2003,2099.5948830012953,2761.002308298033,1517.137595007398
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2004,2122.877724321141,2755.9481509948628,1544.2565182827725
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2005,2148.7497124879096,2801.9370263429573,1579.4420840086684
6,Incidence,544,Massachusetts,3,Both,158,<20 years,515,Asthma,3,Rate,2006,2210.106292733208,2849.996647149198,1638.3271548757239
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2000,2003.1428515759355,2696.1154598562953,1402.3592692800987
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2001,2006.1699711191536,2706.713827551514,1413.4388349652963
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2002,2012.4256098442743,2707.848770307374,1429.7913729432794
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2003,2020.3060897743028,2691.327905041927,1441.6900823364542
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2004,2032.6423059558947,2697.640748119124,1470.7946259660555
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2005,2050.1957540205217,2708.1848302343615,1496.8962634729276
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2006,2109.349319633448,2756.1430433807227,1542.5987972016806
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2007,2224.5098619078667,2863.989531970404,1635.4108215782262
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2008,2360.3200207386008,2997.9418284331496,1742.7243166599278
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2009,2478.2198599224066,3119.831866195628,1835.25882213612
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2010,2540.2458613547396,3169.2307531734987,1880.3884857490852
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2011,2559.9408817856233,3188.214462655874,1904.5725795421533
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2012,2578.5137335444724,3203.9418995447313,1922.285142963575
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2013,2595.1056168804876,3230.380161000724,1943.754351126022
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2014,2606.6409633774415,3241.179729679732,1950.864692785958
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2015,2612.8512370141543,3250.650799818016,1951.8338234801615
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2016,2602.0015715436157,3261.897798037376,1953.2047701350298
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2017,2592.4864970525286,3278.763667902162,1927.6249903147052
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2018,2600.292361847098,3354.0235496966498,1923.9017233817574
6,Incidence,536,Illinois,3,Both,158,<20 years,515,Asthma,3,Rate,2019,2618.3253983047825,3387.0587598067,1910.1269626488522
6,Incidence,550,Nebraska,3,Both,158,<20 years,515,Asthma,3,Rate,2000,1760.6126145281187,2393.7616394855545,1240.2148067694616
